uke_start,horisont,faktisk,xgb_pred,lgbm_pred,ensemble_pred,residual
2025-03-24,8,84.45,96.56619,106.8645064438586,101.71534953540586,-17.26534953540586
2025-03-31,8,76.4,105.124016,110.40796330550532,107.7659895568054,-31.36598955680539
2025-04-07,8,78.56,102.946465,112.2137687392079,107.58011663889106,-29.020116638891054
2025-04-14,8,95.33,106.393,111.21611084815282,108.80455429492602,-13.474554294926023
2025-04-21,8,89.19,99.77402,105.95631725565008,102.86516729481724,-13.675167294817243
2025-04-28,8,75.35,101.15874,107.54977225863372,104.35425472062543,-29.00425472062544
2025-05-05,8,74.31,100.961975,106.63477853028547,103.79837681397086,-29.48837681397086
2025-05-12,8,77.06,95.05822,98.43310472031952,96.74566231499377,-19.685662314993763
2025-05-19,8,75.89,94.89011,97.80887772591238,96.34949196354214,-20.459491963542135
2025-05-26,8,70.42,93.67175,98.33346618515044,96.00260955741896,-25.582609557418962
2025-06-02,8,72.42,81.76474,82.72731964361581,82.2460298169251,-9.8260298169251
2025-06-09,8,82.73,87.4131,94.49674573572034,90.9549234660047,-8.224923466004697
2025-06-16,8,76.33,94.663826,93.30754681628493,93.98568640252722,-17.655686402527223
2025-06-23,8,68.74,86.53822,89.51189321725579,88.02505824192868,-19.28505824192868
2025-06-30,8,70.28,71.89626,76.831311810981,74.3637874667698,-4.083787466769792
2025-07-07,8,67.29,72.95699,76.78715207160697,74.87207258731715,-7.582072587317143
2025-07-14,8,68.13,75.73489,80.9285038794692,78.33169883914866,-10.201698839148662
2025-07-21,8,65.1,64.08475,69.58131994485338,66.83303362965324,-1.7330336296532494
2025-07-28,8,60.58,64.18357,67.51194871169304,65.84775978675472,-5.2677597867547235
2025-08-04,8,62.05,62.187305,66.52203255457556,64.3546690025075,-2.3046690025075094
2025-08-11,8,64.38,77.74438,76.32731039550552,77.035843765868,-12.655843765868
2025-08-18,8,65.13,62.86581,66.07520194215087,64.47050616821899,0.6594938317810062
2025-08-25,8,65.86,60.832127,66.24700598248737,63.5395662999595,2.320433700040496
2025-09-01,8,70.2,61.68258,66.32922503401619,64.00590203727177,6.194097962728236
2025-09-08,8,74.99,64.142456,66.88927488777054,65.51586547122902,9.474134528770975
2025-09-15,8,77.4,65.10397,75.40600020496049,70.25498679681618,7.145013203183822
2025-09-22,8,79.91,61.31245,75.45254243297758,68.38249642095656,11.52750357904344
2025-09-29,8,77.68,63.5598,73.78480675478954,68.67230297456274,9.007697025437267
2025-10-06,8,75.38,65.22381,71.34288522697096,68.28334675777259,7.096653242227404
2025-10-13,8,73.74,67.44294,70.81963447308796,69.13128711569436,4.608712884305632
2025-10-20,8,78.25,67.15311,74.13782827847015,70.64546748396164,7.604532516038361
2025-10-27,8,80.55,67.27066,73.98715720326683,70.62890880182873,9.921091198171268
2025-11-03,8,78.08,79.177376,80.96705668073133,80.07221623709418,-1.9922162370941834
2025-11-10,8,80.1,76.95057,78.5578251377936,77.75419714531282,2.3458028546871788
2025-11-17,8,84.54,88.623085,87.96445447895073,88.29376975046169,-3.753769750461686
2025-11-24,8,82.5,90.09039,91.45685135006435,90.77362220823532,-8.273622208235324
2025-12-01,8,88.83,90.87064,96.30830399793632,93.58947380682947,-4.759473806829476
2025-12-08,8,95.84,89.708435,91.71079684598251,90.70961595228816,5.130384047711843
